OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
364,1430916,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1B,404,2020-01-07T00:18:08.000Z
462,1431158,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6B,1086,2020-01-08T00:09:50.000Z
511,1431260,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,526,2020-01-08T00:10:00.000Z
577,1431387,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,746,2020-01-08T00:13:30.000Z
671,1431590,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,841,2020-01-10T00:07:30.000Z
869,1432043,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1B,444,2020-01-12T00:16:52.000Z
938,1432165,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3M,734,2020-01-13T00:17:41.000Z
939,1432167,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-13T00:17:59.000Z
965,1432212,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-13T00:20:18.000Z
2043,1435163,7399,54,SAC CITY CODE,12.24.020 ERECT SIGN SIDEWALK,3,3A,704,2020-01-23T00:08:23.000Z
1559,1433461,3699,19,SEX REGISTRATI,290.012(A) FAIL TO REG-ANNUAL,3,3A,701,2020-01-21T00:09:40.000Z
986,1432264,3699,14,SEX REGISTRATI,290.010 FAIL REG DIFFERENT ADD,4,4B,1356,2020-01-14T00:08:22.000Z
570,1431373,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,5,5A,1363,2020-01-08T00:10:38.000Z
1110,1432543,2803,5,STOLEN PROP,496(A) REC STOLEN PROP-MISD,UI,UI,UI,2020-01-15T00:15:31.000Z
1425,1433214,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3A,704,2020-01-15T00:13:20.000Z
1750,1433842,2803,5,STOLEN PROP,496(A) REC STOLEN PROP-MISD,5,5C,1623,2020-01-21T00:22:12.000Z
1774,1433881,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,4,4B,1356,2020-01-23T00:03:22.000Z
1776,1433884,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3B,736,2020-01-22T00:23:21.000Z
1894,1434131,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,531,2020-01-23T00:13:21.000Z
36,1430034,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,542,2020-01-01T00:04:24.000Z
47,1430091,2803,5,STOLEN PROP,496(A) REC STOLEN PROP-MISD,4,4A,907,2020-01-02T00:11:08.000Z
182,1430501,2803,5,STOLEN PROP,496(A) REC STOLEN PROP-MISD,6,6C,1114,2020-01-04T00:12:45.000Z
202,1430567,2803,5,STOLEN PROP,496(A) REC STOLEN PROP-MISD,6,6C,1447,2020-01-05T00:01:50.000Z
203,1430570,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2A,226,2020-01-04T00:23:30.000Z
253,1430662,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,5,5A,1394,2020-01-05T00:16:21.000Z
341,1430873,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,4,4A,906,2020-01-07T00:00:06.000Z
576,1431386,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3M,732,2020-01-09T00:10:19.000Z
883,1432068,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,553,2020-01-12T00:17:48.000Z
911,1432116,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,1,1C,429,2020-01-13T00:21:26.000Z
1044,1432381,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,438,2020-01-15T00:04:30.000Z
1046,1432384,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,771,2020-01-14T00:17:30.000Z
1049,1432390,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1014,2020-01-14T00:22:15.000Z
1059,1432415,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,556,2020-01-11T00:18:00.000Z
1063,1432439,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,605,2020-01-11T00:19:30.000Z
1075,1432459,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,511,2020-01-13T00:20:00.000Z
1125,1432586,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1637,2020-01-15T00:20:30.000Z
1128,1432594,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,344,2020-01-15T00:21:00.000Z
1133,1432612,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1081,2020-01-16T00:08:00.000Z
1135,1432623,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-16T00:05:30.000Z
1138,1432627,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-15T00:13:30.000Z
1143,1432636,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,787,2020-01-15T00:22:00.000Z
1145,1432640,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-15T00:18:00.000Z
1149,1432647,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,UI,UI,UI,2020-01-13T00:20:00.000Z
1185,1432716,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,442,2020-01-13T00:13:00.000Z
1197,1432740,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1618,2020-01-15T00:22:00.000Z
1207,1432758,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,747,2020-01-15T00:22:30.000Z
1233,1432810,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,602,2020-01-09T00:23:23.000Z
1242,1432827,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1131,2020-01-15T00:16:00.000Z
1246,1432847,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,136,2020-01-16T00:10:30.000Z
1250,1432856,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,421,2020-01-16T00:16:00.000Z
1284,1432937,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2020-01-16T00:16:00.000Z
1312,1433011,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,746,2020-01-18T00:01:54.000Z
1318,1433028,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,705,2020-01-17T00:03:00.000Z
1324,1433043,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1077,2020-01-17T00:08:00.000Z
1329,1433051,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1351,2020-01-18T00:03:07.000Z
1394,1433166,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,782,2020-01-19T00:07:00.000Z
1399,1433171,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1088,2020-01-18T00:23:00.000Z
1401,1433173,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1402,2020-01-18T00:23:30.000Z
1402,1433174,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1088,2020-01-18T00:22:00.000Z
1407,1433181,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1602,2020-01-18T00:19:00.000Z
1423,1433212,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,214,2020-01-14T00:04:00.000Z
1427,1433218,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1087,2020-01-19T00:05:50.000Z
1436,1433249,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1042,2020-01-20T00:03:00.000Z
1442,1433268,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,728,2020-01-17T00:16:00.000Z
1445,1433272,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,746,2020-01-19T00:21:00.000Z
1457,1433290,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,406,2020-01-19T00:16:30.000Z
1503,1433367,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1406,2020-01-20T00:07:37.000Z
1521,1433411,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1359,2020-01-20T00:03:18.000Z
1547,1433448,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1353,2020-01-21T00:06:04.000Z
1550,1433451,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1038,2020-01-20T00:19:00.000Z
1563,1433466,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,503,2020-01-17T00:18:30.000Z
1567,1433470,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1364,2020-01-21T00:05:45.000Z
1588,1433528,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,726,2020-01-20T00:20:00.000Z
1596,1433554,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1294,2020-01-20T00:21:00.000Z
1601,1433560,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1132,2020-01-17T00:09:00.000Z
1611,1433582,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,447,2020-01-21T00:14:30.000Z
1670,1433691,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-20T00:23:30.000Z
1672,1433694,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,440,2020-01-21T00:20:00.000Z
1673,1433696,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1056,2020-01-20T00:06:58.000Z
1675,1433699,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,116,2020-01-19T00:10:35.000Z
1677,1433701,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1614,2020-01-21T00:10:53.000Z
1693,1433738,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,104,2020-01-21T00:20:00.000Z
1702,1433752,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,768,2020-01-20T00:00:01.000Z
1757,1433850,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1263,2020-01-22T00:21:00.000Z
1777,1433888,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,603,2020-01-23T00:06:48.000Z
1823,1433976,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,618,2020-01-23T00:13:55.000Z
1863,1434060,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,567,2020-01-23T00:17:30.000Z
1883,1434103,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,513,2020-01-23T00:23:30.000Z
1909,1434188,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1124,2020-01-11T00:12:00.000Z
1938,1434330,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1624,2020-01-19T00:08:00.000Z
1979,1434585,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1365,2020-01-20T00:22:30.000Z
4,1429804,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2020-01-01T00:03:00.000Z
22,1429936,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1654,2020-01-01T00:17:00.000Z
23,1429939,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,782,2020-01-01T00:21:30.000Z
25,1429958,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,903,2020-01-02T00:00:08.000Z
81,1430182,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-02T00:18:15.000Z
83,1430185,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,763,2020-01-02T00:21:56.000Z
148,1430388,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,525,2020-01-04T00:05:00.000Z
149,1430389,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,626,2020-01-03T00:20:00.000Z
153,1430404,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,337,2020-01-04T00:07:01.000Z
155,1430410,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,715,2020-01-03T00:18:40.000Z
157,1430416,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,537,2020-01-04T00:10:00.000Z
175,1430491,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,619,2020-01-04T00:20:30.000Z
189,1430540,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2020-01-04T00:20:30.000Z
191,1430543,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,434,2020-01-04T00:23:00.000Z
204,1430571,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,449,2020-01-04T00:23:00.000Z
276,1430724,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,502,2020-01-05T00:12:00.000Z
279,1430729,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,2020-01-06T00:13:30.000Z
280,1430730,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1287,2020-01-06T00:00:30.000Z
289,1430753,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,987,2020-01-06T00:05:42.000Z
303,1430785,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1369,2020-01-06T00:23:06.000Z
311,1430805,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1427,2020-01-05T00:16:05.000Z
312,1430808,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,302,2020-01-06T00:22:30.000Z
321,1430819,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,567,2020-01-06T00:19:00.000Z
323,1430822,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,772,2020-01-06T00:16:00.000Z
330,1430850,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,606,2020-01-04T00:20:00.000Z
343,1430875,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,958,2020-01-06T00:17:00.000Z
387,1431002,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,222,2020-01-05T00:18:00.000Z
388,1431003,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1448,2020-01-05T00:18:00.000Z
389,1431004,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1607,2020-01-06T00:23:00.000Z
392,1431009,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,225,2020-01-04T00:16:00.000Z
417,1431059,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1396,2020-01-07T00:05:12.000Z
441,1431106,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,333,2020-01-07T00:21:00.000Z
457,1431150,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1013,2020-01-07T00:20:00.000Z
512,1431263,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,969,2020-01-08T00:14:54.000Z
537,1431299,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,958,2020-01-08T00:22:31.000Z
543,1431312,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,305,2020-01-07T00:02:00.000Z
574,1431383,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,212,2020-01-09T00:07:30.000Z
583,1431394,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,716,2020-01-09T00:01:03.000Z
586,1431404,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1011,2020-01-04T00:06:00.000Z
591,1431414,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1333,2020-01-01T00:12:30.000Z
615,1431465,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,611,2020-01-08T00:21:30.000Z
616,1431466,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,611,2020-01-08T00:21:30.000Z
631,1431512,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,405,2020-01-08T00:22:00.000Z
653,1431554,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,765,2020-01-10T00:12:36.000Z
690,1431629,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,304,2020-01-08T00:10:00.000Z
700,1431647,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1401,2020-01-10T00:05:57.000Z
703,1431650,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,478,2020-01-10T00:08:37.000Z
712,1431676,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,523,2020-01-10T00:12:00.000Z
734,1431731,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1606,2020-01-10T00:13:00.000Z
735,1431734,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1396,2020-01-10T00:17:00.000Z
742,1431769,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1603,2020-01-11T00:12:15.000Z
746,1431789,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,233,2020-01-10T00:21:00.000Z
753,1431804,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,721,2020-01-03T00:10:00.000Z
761,1431830,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,851,2020-01-11T00:22:11.000Z
764,1431835,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1113,2020-01-11T00:09:10.000Z
769,1431844,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1113,2020-01-11T00:08:14.000Z
770,1431845,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1113,2020-01-11T00:07:03.000Z
775,1431861,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,716,2020-01-11T00:20:00.000Z
776,1431864,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1393,2020-01-11T00:19:00.000Z
777,1431871,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,558,2020-01-11T00:20:00.000Z
780,1431878,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,514,2020-01-11T00:21:30.000Z
800,1431930,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,752,2020-01-12T00:20:00.000Z
808,1431941,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1251,2020-01-12T00:21:00.000Z
851,1432016,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1001,2020-01-13T00:01:30.000Z
898,1432088,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,737,2020-01-13T00:08:29.000Z
946,1432178,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,846,2020-01-13T00:22:00.000Z
976,1432235,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,731,2020-01-12T00:21:00.000Z
980,1432251,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1012,2020-01-13T00:22:00.000Z
992,1432271,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,422,2020-01-13T00:00:00.000Z
993,1432272,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1086,2020-01-14T00:00:03.000Z
994,1432273,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1334,2020-01-13T00:18:00.000Z
2004,1434813,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1133,2020-01-13T00:10:00.000Z
2021,1434972,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,969,2020-01-23T00:07:30.000Z
2031,1435063,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,526,2020-01-22T00:19:00.000Z
2137,1436237,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,2020-01-15T00:09:00.000Z
2156,1436438,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1401,2020-01-04T00:11:00.000Z
920,1432138,2999,91,TAMPERING,10852 VC VEHICLE TAMPERING,3,3B,738,2020-01-10T00:17:00.000Z
1240,1432823,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,2,2A,232,2020-01-16T00:12:18.000Z
1573,1433479,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,4,4B,1354,2020-01-20T00:08:00.000Z
29,1429968,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,4,4A,908,2020-01-01T00:17:30.000Z
46,1430080,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,3,3M,741,2020-01-02T00:12:06.000Z
459,1431152,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,3,3A,765,2020-01-03T00:11:40.000Z
506,1431240,2399,8,THEFT,485 PC GRAND THFT LOST PROP-F,3,3A,764,2020-01-07T00:14:15.000Z
1322,1433041,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1394,2020-01-01T00:17:03.000Z
1323,1433042,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,426,2020-01-01T00:17:57.000Z
1325,1433044,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,969,2020-01-01T00:09:30.000Z
1328,1433050,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,564,2020-01-02T00:22:10.000Z
1390,1433161,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,909,2020-01-02T00:08:30.000Z
1391,1433162,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,567,2020-01-02T00:08:44.000Z
1392,1433163,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1383,2020-01-02T00:15:15.000Z
1396,1433168,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1623,2020-01-02T00:01:35.000Z
1397,1433169,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1058,2020-01-02T00:23:06.000Z
1400,1433172,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,567,2020-01-02T00:08:40.000Z
1451,1433281,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1606,2020-01-03T00:08:40.000Z
1455,1433287,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1031,2020-01-03T00:13:09.000Z
1456,1433289,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1041,2020-01-03T00:12:56.000Z
1463,1433298,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1014,2020-01-03T00:12:48.000Z
1551,1433452,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,706,2020-01-04T00:12:34.000Z
1555,1433456,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,712,2020-01-04T00:17:27.000Z
1640,1433639,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1007,2020-01-04T00:22:12.000Z
1644,1433644,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1302,2020-01-04T00:01:55.000Z
1651,1433653,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,513,2020-01-04T00:15:46.000Z
1667,1433688,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1614,2020-01-04T00:17:29.000Z
1788,1433904,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,145,2020-01-22T00:20:01.000Z
1910,1434193,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1143,2020-01-05T00:00:50.000Z
1911,1434194,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1336,2020-01-05T00:16:00.000Z
1912,1434195,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,334,2020-01-05T00:13:17.000Z
1913,1434196,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,421,2020-01-05T00:09:36.000Z
1914,1434197,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,765,2020-01-05T00:22:53.000Z
1951,1434375,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,523,2020-01-06T00:16:28.000Z
1952,1434376,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,237,2020-01-06T00:12:14.000Z
1953,1434378,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,988,2020-01-06T00:18:27.000Z
1954,1434379,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1302,2020-01-06T00:14:18.000Z
1955,1434382,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,552,2020-01-06T00:09:03.000Z
1956,1434384,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,611,2020-01-06T00:09:05.000Z
