OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
355,1430895,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,905,2020-01-07T00:12:09.000Z
361,1430909,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1B,421,2020-01-06T00:23:25.000Z
363,1430914,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,3,3A,776,2020-01-07T00:19:10.000Z
436,1431096,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5A,1501,2020-01-08T00:07:27.000Z
437,1431097,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1068,2020-01-08T00:06:30.000Z
449,1431123,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1A,308,2020-01-08T00:02:23.000Z
476,1431184,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,3,3B,787,2020-01-08T00:08:48.000Z
480,1431191,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,6,6B,1084,2020-01-07T00:12:42.000Z
539,1431301,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,563,2020-01-08T00:12:57.000Z
549,1431340,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4B,989,2020-01-09T00:02:39.000Z
550,1431342,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,414,2020-01-09T00:01:33.000Z
551,1431344,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,706,2020-01-09T00:00:43.000Z
555,1431350,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6D,841,2020-01-08T00:19:53.000Z
559,1431355,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,717,2020-01-08T00:17:06.000Z
560,1431356,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,907,2020-01-08T00:09:34.000Z
561,1431357,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,734,2020-01-09T00:12:42.000Z
604,1431443,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,907,2020-01-09T00:11:45.000Z
606,1431448,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,5,5C,1623,2020-01-09T00:16:46.000Z
611,1431461,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,611,2020-01-09T00:10:01.000Z
655,1431556,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,2020-01-10T00:01:36.000Z
680,1431611,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3B,728,2020-01-10T00:13:43.000Z
681,1431612,3599,43,NARCOTICS,11532(A)HS LOITER DRG ACTIVITY,3,3M,735,2020-01-10T00:09:49.000Z
682,1431613,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,718,2020-01-09T00:10:42.000Z
683,1431614,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3M,734,2020-01-10T00:08:03.000Z
684,1431615,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,734,2020-01-10T00:07:14.000Z
691,1431630,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1654,2020-01-08T00:12:30.000Z
738,1431750,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1B,421,2020-01-11T00:04:05.000Z
739,1431752,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6C,1406,2020-01-11T00:04:02.000Z
747,1431793,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,706,2020-01-09T00:23:45.000Z
748,1431797,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,744,2020-01-11T00:09:01.000Z
752,1431802,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,725,2020-01-11T00:11:09.000Z
756,1431815,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6D,841,2020-01-11T00:10:15.000Z
766,1431838,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,5,5B,1369,2020-01-11T00:15:18.000Z
785,1431897,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6D,856,2020-01-11T00:22:52.000Z
795,1431912,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2A,506,2020-01-11T00:20:29.000Z
803,1431934,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1637,2020-01-12T00:13:34.000Z
878,1432060,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1146,2020-01-11T00:15:47.000Z
881,1432064,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1445,2020-01-12T00:05:49.000Z
886,1432072,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,787,2020-01-12T00:20:48.000Z
888,1432075,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1153,2020-01-13T00:11:52.000Z
904,1432101,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5A,1506,2020-01-13T00:11:31.000Z
943,1432173,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2A,226,2020-01-13T00:20:43.000Z
960,1432205,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1607,2020-01-11T00:23:51.000Z
963,1432209,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,553,2020-01-13T00:07:30.000Z
966,1432213,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,1221,2020-01-14T00:00:14.000Z
967,1432214,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,907,2020-01-14T00:01:15.000Z
972,1432229,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1015,2020-01-13T00:16:46.000Z
990,1432269,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,907,2020-01-14T00:10:26.000Z
1009,1432299,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,223,2020-01-12T00:15:20.000Z
1116,1432568,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,4,4A,905,2020-01-15T00:13:23.000Z
1151,1432651,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,734,2020-01-16T00:07:21.000Z
1170,1432683,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,237,2020-01-16T00:11:09.000Z
1179,1432703,5005,1,OBST JUDICIARY,166(A)(2) DISORDRLY CONDCT CRT,6,6B,1087,2020-01-09T00:12:34.000Z
1238,1432818,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,5,5B,1622,2020-01-16T00:16:45.000Z
1269,1432910,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,5,5A,1396,2020-01-17T00:09:40.000Z
1279,1432927,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,2,2B,551,2020-01-17T00:15:27.000Z
1341,1433071,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,422,2020-01-16T00:21:30.000Z
1353,1433097,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3A,704,2020-01-16T00:09:31.000Z
1454,1433285,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,611,2020-01-19T00:08:12.000Z
1466,1433315,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,6,6B,1084,2020-01-19T00:19:21.000Z
1678,1433709,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2B,563,2020-01-17T00:11:47.000Z
1773,1433880,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3B,748,2020-01-23T00:10:04.000Z
1804,1433943,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,603,2020-01-21T00:22:00.000Z
1815,1433961,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,6,6C,1409,2020-01-23T00:12:02.000Z
1888,1434108,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,742,2020-01-22T00:18:59.000Z
1908,1434176,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,752,2020-01-23T00:08:47.000Z
18,1429912,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,435,2020-01-01T00:14:26.000Z
278,1430728,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6A,1061,2020-01-01T00:08:00.000Z
386,1430989,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,136,2020-01-07T00:12:57.000Z
536,1431297,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,734,2020-01-08T00:06:55.000Z
578,1431388,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,742,2020-01-04T00:12:01.000Z
652,1431553,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,136,2020-01-03T00:14:51.000Z
715,1431688,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,136,2020-01-08T00:19:27.000Z
751,1431801,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,744,2020-01-10T00:09:30.000Z
786,1431898,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,223,2020-01-12T00:04:23.000Z
791,1431906,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,2,2B,563,2020-01-12T00:09:59.000Z
798,1431923,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,6,6C,1111,2020-01-12T00:15:26.000Z
846,1432007,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1C,447,2020-01-11T00:23:00.000Z
900,1432094,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,3,3M,742,2020-01-12T00:11:30.000Z
906,1432104,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,5,5B,1358,2020-01-13T00:09:34.000Z
918,1432135,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4A,912,2020-01-12T00:14:00.000Z
2020,1434953,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6D,851,2020-01-23T00:08:30.000Z
2129,1436070,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5A,1501,2020-01-15T00:08:00.000Z
1244,1432832,4805,3,OBSTRUCTING,136.1(A)(1) PC DISSUADE W/V,1,1B,412,2020-01-13T00:22:40.000Z
1265,1432904,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1624,2020-01-14T00:11:00.000Z
1273,1432917,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3A,776,2020-01-16T00:21:45.000Z
1321,1433036,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,2,2A,511,2020-01-17T00:22:50.000Z
1330,1433052,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1623,2020-01-18T00:03:27.000Z
1371,1433134,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,4,4B,976,2020-01-18T00:17:04.000Z
1418,1433203,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5A,1512,2020-01-19T00:13:30.000Z
1719,1433774,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1647,2020-01-22T00:03:08.000Z
1854,1434045,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,6,6D,856,2020-01-22T00:18:20.000Z
3,1429779,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,3,3M,741,2020-01-01T00:01:48.000Z
52,1430102,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,3,3A,706,2020-01-02T00:08:46.000Z
120,1430327,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,5,5B,1369,2020-01-03T00:13:40.000Z
127,1430343,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3B,748,2020-01-03T00:23:06.000Z
356,1430896,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,6,6A,1071,2020-01-07T00:10:03.000Z
362,1430913,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,3,3B,716,2020-01-07T00:21:41.000Z
657,1431569,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,2,2A,504,2020-01-09T00:12:00.000Z
658,1431570,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,2,2B,537,2020-01-10T00:02:59.000Z
942,1432172,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2B,546,2020-01-13T00:13:41.000Z
1239,1432819,5707,0,PRIVACY,602 PC TRESPASS,3,3A,776,2020-01-16T00:18:36.000Z
1363,1433115,5707,0,PRIVACY,602 PC TRESPASS,4,4C,1287,2020-01-18T00:11:37.000Z
1630,1433615,5707,0,PRIVACY,602 PC TRESPASS,1,1A,337,2020-01-21T00:17:25.000Z
1714,1433769,5707,0,PRIVACY,602 PC TRESPASS,3,3M,744,2020-01-21T00:21:57.000Z
1846,1434025,5707,0,PRIVACY,602 PC TRESPASS,5,5B,1369,2020-01-23T00:20:26.000Z
220,1430601,5707,0,PRIVACY,602 PC TRESPASS,2,2C,618,2020-01-05T00:16:10.000Z
295,1430770,5707,0,PRIVACY,602 PC TRESPASS,6,6E,1115,2020-01-03T00:06:11.000Z
587,1431407,5707,0,PRIVACY,602 PC TRESPASS,1,1A,145,2020-01-08T00:18:49.000Z
790,1431905,5707,0,PRIVACY,602 PC TRESPASS,6,6A,1015,2020-01-12T00:15:38.000Z
2025,1435040,5707,0,PRIVACY,602 PC TRESPASS,3,3M,742,2020-01-20T00:18:49.000Z
1711,1433766,7399,81,PUBLIC ORDER,374.4(A) LITTERING,6,6E,879,2020-01-21T00:14:18.000Z
116,1430315,7399,78,PUBLIC ORDER,370 PC PUBLIC NUISANCE,3,3A,715,2020-01-03T00:09:12.000Z
347,1430880,7399,81,PUBLIC ORDER,374.4(A) LITTERING,1,1C,456,2020-01-07T00:14:20.000Z
1385,1433152,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,1,1A,123,2020-01-18T00:15:47.000Z
1499,1433363,5309,2,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,5,5A,1391,2020-01-20T00:10:01.000Z
45,1430078,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,1,1A,306,2020-01-02T00:20:25.000Z
112,1430311,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,738,2020-01-03T00:15:51.000Z
159,1430418,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,744,2020-01-04T00:08:14.000Z
198,1430551,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,726,2020-01-03T00:14:06.000Z
199,1430552,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,744,2020-01-05T00:01:36.000Z
357,1430898,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,767,2020-01-05T00:16:59.000Z
750,1431800,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,744,2020-01-10T00:10:03.000Z
941,1432171,5309,2,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,6,6E,1115,2020-01-14T00:00:55.000Z
10,1429881,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,4,4A,1203,2020-01-01T00:00:32.000Z
290,1430754,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,3,3M,734,2020-01-06T00:08:25.000Z
456,1431144,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,5,5B,1621,2020-01-07T00:15:55.000Z
589,1431410,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,2,2A,502,2020-01-08T00:18:06.000Z
1010,1432307,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1618,2020-01-14T00:12:52.000Z
1074,1432455,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3A,703,2020-01-14T00:21:15.000Z
1139,1432630,1299,4,ROBBERY,212.5(B) ROB-VICINITY OF ATM,4,4C,1289,2020-01-14T00:20:11.000Z
1144,1432639,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1C,449,2020-01-15T00:19:01.000Z
1148,1432646,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,701,2020-01-15T00:14:45.000Z
1235,1432815,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1622,2020-01-16T00:01:15.000Z
1290,1432960,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6D,845,2020-01-17T00:20:44.000Z
1387,1433157,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,302,2020-01-18T00:16:01.000Z
1420,1433209,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,537,2020-01-18T00:04:00.000Z
1434,1433232,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6A,1081,2020-01-18T00:18:32.000Z
1438,1433260,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5C,1644,2020-01-19T00:10:55.000Z
1441,1433265,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4B,969,2020-01-19T00:19:09.000Z
1479,1433329,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6B,1421,2020-01-19T00:11:51.000Z
1500,1433364,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6C,1443,2020-01-19T00:17:26.000Z
1502,1433366,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4B,1356,2020-01-19T00:15:39.000Z
1586,1433515,1212,0,ROBBERY,215(A) PC CARJACKING,1,1C,414,2020-01-20T00:22:55.000Z
1614,1433587,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1631,2020-01-17T00:21:00.000Z
1624,1433605,1211,0,ROBBERY,211 PC ROBBERY-BANK,6,6D,841,2020-01-21T00:11:42.000Z
1671,1433693,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4A,957,2020-01-21T00:16:12.000Z
1699,1433745,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6C,1409,2020-01-22T00:00:49.000Z
1720,1433786,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1B,435,2020-01-22T00:15:08.000Z
1721,1433793,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,603,2020-01-21T00:19:46.000Z
1722,1433799,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1399,2020-01-22T00:13:30.000Z
1839,1434004,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1A,128,2020-01-21T00:22:37.000Z
49,1430095,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,626,2020-01-02T00:11:56.000Z
50,1430098,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,741,2020-01-01T00:01:03.000Z
69,1430145,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6D,851,2020-01-02T00:16:04.000Z
124,1430336,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3B,748,2020-01-03T00:20:42.000Z
150,1430390,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,5,5C,1644,2020-01-03T00:12:47.000Z
183,1430502,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3A,712,2020-01-04T00:00:54.000Z
223,1430608,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6E,1101,2020-01-04T00:16:14.000Z
240,1430644,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1623,2020-01-05T00:19:49.000Z
275,1430723,1299,4,ROBBERY,212.5(B) ROB-VICINITY OF ATM,6,6B,1401,2020-01-05T00:22:22.000Z
315,1430812,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,232,2020-01-06T00:22:06.000Z
319,1430816,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,233,2020-01-06T00:15:30.000Z
320,1430817,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1623,2020-01-03T00:20:00.000Z
342,1430874,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1606,2020-01-07T00:00:19.000Z
346,1430878,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,3,3M,732,2020-01-07T00:10:32.000Z
455,1431142,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1B,412,2020-01-07T00:18:06.000Z
468,1431167,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,473,2020-01-06T00:22:02.000Z
469,1431168,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2B,556,2020-01-06T00:21:27.000Z
481,1431193,1211,0,ROBBERY,211 PC ROBBERY-BANK,6,6D,841,2020-01-08T00:14:10.000Z
482,1431194,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4A,907,2020-01-08T00:13:50.000Z
542,1431309,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4B,976,2020-01-06T00:18:45.000Z
575,1431384,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6A,1071,2020-01-09T00:07:16.000Z
584,1431401,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,130,2020-01-08T00:20:45.000Z
596,1431429,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,344,2020-01-07T00:09:30.000Z
609,1431457,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1A,333,2020-01-09T00:20:14.000Z
688,1431627,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,2,2C,619,2020-01-10T00:11:18.000Z
702,1431649,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2A,239,2020-01-10T00:08:06.000Z
713,1431678,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,401,2020-01-10T00:18:30.000Z
847,1432010,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1654,2020-01-12T00:01:04.000Z
874,1432052,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,306,2020-01-12T00:12:06.000Z
880,1432062,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,748,2020-01-12T00:02:44.000Z
908,1432108,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3M,734,2020-01-12T00:22:36.000Z
968,1432217,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3M,734,2020-01-14T00:02:57.000Z
2128,1435972,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,3,3B,738,2020-01-13T00:10:38.000Z
1040,1432359,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1624,2020-01-14T00:23:47.000Z
1112,1432557,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3M,734,2020-01-14T00:17:44.000Z
1114,1432565,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-14T00:18:33.000Z
1115,1432566,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-14T00:18:40.000Z
1118,1432570,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-15T00:18:35.000Z
1252,1432867,7399,133,SAC CITY CODE,13.10.140 BURY/BURN IN CITY,3,3A,707,2020-01-15T00:08:51.000Z
1354,1433098,7399,54,SAC CITY CODE,12.24.020 ERECT SIGN SIDEWALK,3,3A,704,2020-01-15T00:11:11.000Z
1358,1433102,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,748,2020-01-18T00:08:38.000Z
1359,1433103,7399,54,SAC CITY CODE,12.24.020 ERECT SIGN SIDEWALK,3,3A,704,2020-01-18T00:08:00.000Z
1367,1433123,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6B,1086,2020-01-18T00:13:33.000Z
1381,1433146,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,888,2020-01-19T00:01:11.000Z
1519,1433409,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5A,1391,2020-01-20T00:07:22.000Z
1520,1433410,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,742,2020-01-20T00:21:04.000Z
1524,1433414,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2C,603,2020-01-20T00:15:12.000Z
1577,1433487,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-21T00:06:28.000Z
1613,1433584,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,744,2020-01-21T00:12:57.000Z
1623,1433604,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3M,734,2020-01-21T00:18:01.000Z
1712,1433767,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-21T00:17:53.000Z
1713,1433768,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-21T00:18:20.000Z
1716,1433771,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-22T00:17:29.000Z
1725,1433803,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,734,2020-01-22T00:20:13.000Z
1816,1433963,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,6,6E,886,2020-01-23T00:09:17.000Z
1821,1433970,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,744,2020-01-23T00:15:21.000Z
1851,1434039,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,748,2020-01-23T00:20:31.000Z
1907,1434175,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,735,2020-01-22T00:07:01.000Z
1937,1434322,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3B,708,2020-01-23T00:22:29.000Z
55,1430105,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,841,2020-01-02T00:06:33.000Z
61,1430113,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,3,3A,709,2020-01-02T00:09:58.000Z
296,1430776,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,736,2020-01-06T00:16:25.000Z
297,1430777,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5A,1364,2020-01-06T00:19:00.000Z
